time/total_timesteps,time/fps,train/reward,train/reward_mean,train/reward_max,time/iterations,time/time_elapsed,train/reward_min,train/loss,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/clip_range,train/clip_fraction,train/explained_variance,train/std,train/approx_kl
4268032,246,1.0601884,0.2670519948005676,64.06832,2084,17300,-85.87588,35.62961959838867,20830,-42.62688760757446,0.00040168908453779294,86.19270153045655,0.0001,0.1,0.143896484375,0.7876157760620117,1.0533497333526611,0.0076111946
4270080,246,0.4648932,0.33585530519485474,73.148506,2085,17309,-98.44161,63.625980377197266,20840,-42.634323596954346,0.00919605979579501,116.08317012786866,0.0001,0.1,0.203125,0.7879517674446106,1.0534920692443848,0.010546351
4272128,246,1.981328,0.1569405049085617,18.518282,2086,17317,-12.705167,91.27967071533203,20850,-42.63364601135254,0.0067719578102696685,154.26617355346679,0.0001,0.1,0.204150390625,0.7665047645568848,1.0534310340881348,0.009755222
4274176,246,-0.8900692,0.2743281424045563,67.47925,2087,17325,-90.91287,8.692989349365234,20860,-42.63388605117798,0.006722458609146997,20.124983811378478,0.0001,0.1,0.33740234375,0.7876197099685669,1.0534822940826416,0.010202084
4276224,246,-0.5205227,0.2760833203792572,66.656815,2088,17333,-89.44067,58.014549255371094,20870,-42.635311889648435,0.005063983076252043,102.21389579772949,0.0001,0.1,0.223828125,0.8542529940605164,1.0535528659820557,0.013031941
4278272,246,-0.6598308,0.24497249722480774,21.291565,2089,17341,-23.775047,57.116493225097656,20880,-42.63812017440796,-0.0011324912804411725,155.4613224029541,0.0001,0.1,0.065283203125,0.7617529034614563,1.0537071228027344,0.0070247427
4280320,246,0.52199936,0.2249164581298828,73.66536,2090,17350,-98.82063,17.974544525146484,20890,-42.642601585388185,-0.0023573373502586035,38.9886981010437,0.0001,0.1,0.035302734375,0.8544422388076782,1.0539147853851318,0.0024691129
4282368,246,-2.1567898,0.26800158619880676,68.03729,2091,17358,-91.78702,50.47273635864258,20900,-42.64752798080444,-0.0008294859842862933,99.39934206008911,0.0001,0.1,0.145458984375,0.8317278623580933,1.0540564060211182,0.008505655
4284416,246,2.804343,0.34823688864707947,34.442318,2092,17366,-32.69696,64.5422592163086,20910,-42.65055460929871,-0.001727202459005639,128.49820976257325,0.0001,0.1,0.100830078125,0.8079057931900024,1.0541616678237915,0.005073185
4286464,246,2.4271235,0.12805940210819244,70.248985,2093,17374,-94.92416,25.458715438842773,20920,-42.6532347202301,-0.0018387549265753479,66.43175992965698,0.0001,0.1,0.13466796875,0.7764019966125488,1.0542486906051636,0.0070085935
4288512,246,0.16491355,0.2825950086116791,70.14531,2094,17383,-93.8772,43.864906311035156,20930,-42.65510835647583,-0.0022126468713395296,71.76628804206848,0.0001,0.1,0.048876953125,0.6720436811447144,1.0541863441467285,0.0027927742
4290560,246,-0.49847466,0.32226884365081787,72.96803,2095,17391,-98.40187,53.7714729309082,20940,-42.65156030654907,0.0034064157807733864,123.70869512557984,0.0001,0.1,0.118359375,0.8262208104133606,1.054080843925476,0.007950334
4292608,246,11.112962,0.1946066915988922,18.478771,2096,17399,-20.77998,56.025211334228516,20950,-42.64918441772461,-0.0006176149632665329,124.63928508758545,0.0001,0.1,0.1439453125,0.8192304968833923,1.054039478302002,0.005718169
4294656,246,-0.81444275,0.23182953894138336,67.58002,2097,17407,-91.00958,11.329347610473633,20960,-42.650348854064944,0.0036884163680952044,24.434915041923524,0.0001,0.1,0.2990234375,0.8690207004547119,1.0541354417800903,0.008767345
4296704,246,-0.15439433,0.29048293828964233,69.84956,2098,17415,-94.02941,104.35762786865234,20970,-42.651932096481325,-0.001153608359163627,203.28210391998292,0.0001,0.1,0.110205078125,0.5082616209983826,1.0541472434997559,0.0036696624
4298752,246,1.5488127,0.28717970848083496,31.609112,2099,17424,-24.081604,52.8578987121582,20980,-42.652120971679686,-0.0008391903538722545,123.17978477478027,0.0001,0.1,0.076318359375,0.8379812836647034,1.0542021989822388,0.0036072214
4300800,246,-0.4366156,0.13731081783771515,64.90559,2100,17432,-87.76945,24.461454391479492,20990,-42.65385541915894,-0.0034305984387174248,52.48303084373474,0.0001,0.1,0.09306640625,0.7768280506134033,1.0542280673980713,0.0037362222
4302848,246,-0.10608235,0.26736024022102356,65.70647,2101,17440,-87.771355,56.23308563232422,21000,-42.660928297042844,-0.0005839275767357321,82.6111074924469,0.0001,0.1,0.35107421875,0.7505102157592773,1.0546410083770752,0.00840585
4304896,246,-1.2766771,0.31232813000679016,72.67661,2102,17448,-96.881615,71.56718444824219,21010,-42.668708848953244,-0.002509934947011061,110.60118994712829,0.0001,0.1,0.0896484375,0.8385705947875977,1.054971694946289,0.0034986753
4306944,246,0.8749713,0.18315809965133667,19.59343,2103,17457,-14.326832,114.61228942871094,21020,-42.677763891220096,0.003929536632495001,167.01790018081664,0.0001,0.1,0.208154296875,0.6849765181541443,1.0551265478134155,0.0023437329
4308992,246,-1.5532985,0.279733806848526,75.57047,2104,17465,-99.814804,10.629719734191895,21030,-42.67340345382691,-0.000664371537277475,28.61009464263916,0.0001,0.1,0.183447265625,0.8035584688186646,1.054535984992981,0.0071979426
4311040,246,-1.8262795,0.29776984453201294,75.25453,2105,17473,-100.18549,68.19610595703125,21040,-42.662195444107056,-0.003239373187534511,118.10483951568604,0.0001,0.1,0.0408203125,0.8436413407325745,1.0545774698257446,0.0019461432
4313088,246,23.100025,0.23282092809677124,34.575974,2106,17481,-27.095882,35.1119384765625,21050,-42.66367859840393,-0.0013472194303176365,132.07363405227662,0.0001,0.1,0.0009765625,0.8394418954849243,1.0546154975891113,0.00053211267
4315136,246,17.262321,0.2401694506406784,74.78681,2107,17489,-98.11737,24.402015686035156,21060,-42.664571809768674,-0.0026988633821019904,56.97833890914917,0.0001,0.1,0.042626953125,0.8356783986091614,1.054643154144287,0.002354595
4317184,246,2.631537,0.30125653743743896,78.26119,2108,17498,-103.39889,36.31816864013672,21070,-42.664926815032956,-0.002920394597458653,121.8633812904358,0.0001,0.1,0.060546875,0.7811604738235474,1.054667353630066,0.0029469775
4319232,246,1.4133518,0.3398013412952423,74.95824,2109,17506,-98.33042,67.1486587524414,21080,-42.66786704063416,0.0022848813969176263,132.88506059646608,0.0001,0.1,0.34150390625,0.8278506398200989,1.054768443107605,0.007012079
4321280,246,1.7094163,0.1268739551305771,18.12473,2110,17514,-50.797096,98.30919647216797,21090,-42.66726679801941,0.00030470569909084587,180.70161542892455,0.0001,0.1,0.045947265625,0.7446568012237549,1.0547221899032593,0.0022045113
4323328,246,0.26745173,0.28259411454200745,68.21313,2111,17522,-91.20822,7.585095405578613,21100,-42.67587862014771,0.0023957521421834826,19.130382466316224,0.0001,0.1,0.275830078125,0.7686126232147217,1.0557835102081299,0.018573932
4325376,246,1.7580227,0.3030257821083069,73.87927,2112,17531,-98.41658,36.4686279296875,21110,-42.69517784118652,0.0027528789156349375,114.1973648071289,0.0001,0.1,0.240380859375,0.8257500529289246,1.0555306673049927,0.0057543986
4327424,246,-0.23617454,0.21895024180412292,20.727049,2113,17539,-23.281336,60.618587493896484,21120,-42.68972687721252,-0.0010760666395071895,129.0920359611511,0.0001,0.1,0.097705078125,0.8360286355018616,1.0555800199508667,0.004021184
4329472,246,-0.09322304,0.24492304027080536,71.86714,2114,17547,-95.829315,19.42671012878418,21130,-42.69287943840027,-0.002563797085895203,34.109857773780824,0.0001,0.1,0.079736328125,0.8765817284584045,1.0557488203048706,0.0041300952
4331520,246,0.2727216,0.2618876099586487,69.5729,2115,17555,-94.46261,94.05249786376953,21140,-42.695355319976805,-0.0003177448728820309,108.6936586856842,0.0001,0.1,0.19013671875,0.853238582611084,1.05588960647583,0.008057591
4333568,246,-8.536633,0.30423974990844727,32.586075,2116,17563,-30.782276,54.13275909423828,21150,-42.699756383895874,0.0037674460967537017,136.594246673584,0.0001,0.1,0.21875,0.7860224843025208,1.0558514595031738,0.004427797
4335616,246,-3.6045454,0.1575009524822235,66.55394,2117,17572,-90.414894,30.166717529296875,21160,-42.69823136329651,-0.0005581188161158934,60.30814619064331,0.0001,0.1,0.121826171875,0.7829451560974121,1.055842399597168,0.007657268
4337664,246,-0.6956612,0.2927989959716797,72.41106,2118,17580,-97.8203,51.129493713378906,21170,-42.702803993225096,0.0008666909518069588,76.98059623241424,0.0001,0.1,0.23125,0.7548163533210754,1.0563263893127441,0.01062909
4339712,246,0.92322624,0.3151734173297882,71.66617,2119,17588,-97.031425,65.21324920654297,21180,-42.714086055755615,0.004842483412357978,128.93552479743957,0.0001,0.1,0.36845703125,0.7987804412841797,1.0566563606262207,0.009344587
4341760,246,0.6761721,0.18615275621414185,18.326155,2120,17596,-12.6811695,43.37839126586914,21190,-42.72120690345764,-0.0024085748475044964,118.9806941986084,0.0001,0.1,0.02158203125,0.8287070989608765,1.056794285774231,0.0021675494
4343808,246,3.2117503,0.23829525709152222,66.005486,2121,17605,-89.641266,9.947083473205566,21200,-42.72555193901062,0.0034398849704302846,20.414160513877867,0.0001,0.1,0.222265625,0.8517961502075195,1.0569716691970825,0.020742405
4345856,246,-0.012327101,0.25853729248046875,62.04335,2122,17613,-84.37065,70.32328796386719,21210,-42.72885675430298,0.0018071605707518756,143.90948066711425,0.0001,0.1,0.249658203125,0.771049976348877,1.0569863319396973,0.004524065
4347904,246,1.2526588,0.2783980667591095,33.500748,2123,17621,-25.853456,83.66446685791016,21220,-42.72899966239929,-0.002475705588585697,171.70796012878418,0.0001,0.1,0.093603515625,0.6861728429794312,1.0569106340408325,0.0058297776
4349952,246,-4.0312223,0.16292588412761688,68.15211,2124,17629,-93.057526,25.03471565246582,21230,-42.725831508636475,0.003077287337509915,52.41341547966003,0.0001,0.1,0.36455078125,0.7866878509521484,1.056917667388916,0.009621164
4352000,246,-0.37764892,0.2708849608898163,64.76391,2125,17637,-88.24238,48.484596252441406,21240,-42.727604961395265,-0.0012848705388023517,81.33564710617065,0.0001,0.1,0.023583984375,0.6024631261825562,1.0569607019424438,0.0014912004
4354048,246,1.128314,0.2768349349498749,61.052322,2126,17646,-83.196594,51.99598693847656,21250,-42.729141521453855,-0.0018567128427093849,100.16817922592163,0.0001,0.1,0.071826171875,0.8423117995262146,1.0572434663772583,0.004462823
4356096,246,1.6539934,0.1565767079591751,16.717148,2127,17654,-12.242352,69.62399291992188,21260,-42.736595439910886,-0.001038880470150616,111.28709907531739,0.0001,0.1,0.064990234375,0.7584928274154663,1.0572811365127563,0.005314393
4358144,246,0.6583547,0.2503947615623474,60.16219,2128,17662,-82.50864,7.471055030822754,21270,-42.728650426864625,0.010341626295121387,16.431274354457855,0.0001,0.1,0.39228515625,0.7883564233779907,1.05686354637146,0.011063052
4360192,246,-0.5685934,0.2589424252510071,64.58178,2129,17670,-87.99157,54.881656646728516,21280,-42.730296993255614,0.010930901014944538,94.96420636177064,0.0001,0.1,0.48427734375,0.7998238801956177,1.0571777820587158,0.010847637
4362240,246,-8.3097925,0.23999375104904175,23.628937,2130,17679,-26.701477,53.39568328857422,21290,-42.73390374183655,0.0069669415534008294,116.63607668876648,0.0001,0.1,0.1220703125,0.8054053783416748,1.05715012550354,0.007874794
4364288,246,2.717075,0.22526665031909943,71.458145,2131,17687,-96.15939,25.779457092285156,21300,-42.733214378356934,-0.0025012282334500925,45.330389976501465,0.0001,0.1,0.017041015625,0.8236455917358398,1.057157039642334,0.0015920097
4366336,246,-2.6916707,0.2375432699918747,60.293335,2132,17695,-82.57679,36.426780700683594,21310,-42.730494785308835,0.00040102717175614087,102.14645557403564,0.0001,0.1,0.2853515625,0.7134639024734497,1.0570204257965088,0.008556386
4368384,246,19.64166,0.27297547459602356,64.85821,2133,17703,-88.83372,36.11493682861328,21320,-42.73073563575745,-0.000407372644986026,116.58024682998658,0.0001,0.1,0.18544921875,0.7735933065414429,1.0571733713150024,0.0058248723
4370432,246,-1.1606536,0.16656693816184998,32.51623,2134,17711,-47.18006,38.530296325683594,21330,-42.73442063331604,0.012510274839587509,99.07106137275696,0.0001,0.1,0.3517578125,0.8192234635353088,1.0572649240493774,0.008290212
4372480,246,-0.46846077,0.2724936008453369,65.89494,2135,17720,-89.69308,14.51444149017334,21340,-42.742792463302614,0.0034979969175765293,26.305040979385375,0.0001,0.1,0.237353515625,0.6984993815422058,1.0579156875610352,0.0252322
4374528,246,-0.34141344,0.27284908294677734,63.52568,2136,17728,-85.98454,34.97385025024414,21350,-42.75556621551514,-0.00047317790740635245,138.41719989776612,0.0001,0.1,0.055859375,0.7570683360099792,1.0579670667648315,0.0024233754
4376576,246,-0.2474728,0.20589327812194824,19.425655,2137,17736,-22.26619,49.259010314941406,21360,-42.756596422195436,-0.0009355225804029033,127.08582506179809,0.0001,0.1,0.0037109375,0.7374752163887024,1.0579938888549805,0.00024983945
4378624,246,-3.922576,0.24145904183387756,69.42712,2138,17744,-93.429115,17.3018798828125,21370,-42.75769381523132,-0.0035729876020923258,31.777351784706116,0.0001,0.1,0.02724609375,0.8260724544525146,1.0581059455871582,0.0021151681
4380672,246,0.9920352,0.24272194504737854,63.077255,2139,17753,-86.58367,44.36882400512695,21380,-42.7566237449646,0.0013910031091654673,101.13989295959473,0.0001,0.1,0.27529296875,0.8216405510902405,1.0578383207321167,0.009383194
4382720,246,1.1256584,0.2953947186470032,31.54135,2140,17761,-28.950151,51.14862060546875,21390,-42.752490758895874,-0.0033648756274487824,129.05186290740966,0.0001,0.1,0.060205078125,0.7665797472000122,1.0578230619430542,0.0026681009
4384768,246,-6.289349,0.15134622156620026,63.784855,2141,17769,-86.39407,32.215721130371094,21400,-42.75298500061035,0.007978330683545209,53.09956965446472,0.0001,0.1,0.247119140625,0.7862016558647156,1.0578519105911255,0.009539381
4386816,246,-2.741991,0.2576264441013336,65.32463,2142,17777,-88.84097,65.59275817871094,21410,-42.75457391738892,0.0036913753669068684,89.38854372501373,0.0001,0.1,0.232470703125,0.7072159051895142,1.0579588413238525,0.013494363
4388864,246,-0.8393806,0.27503398060798645,60.502167,2143,17785,-82.129486,74.58526611328125,21420,-42.7602735042572,0.002835041837533936,105.12302656173706,0.0001,0.1,0.274560546875,0.7914472818374634,1.0581669807434082,0.006785736
4390912,246,-1.0094306,0.17845390737056732,17.57808,2144,17794,-12.880865,64.55915832519531,21430,-42.76039109230042,0.0025832466199062765,103.29159669876098,0.0001,0.1,0.24296875,0.7516278028488159,1.058124303817749,0.0076225074
4392960,246,-1.5821972,0.24287186563014984,66.40193,2145,17802,-89.670334,11.928325653076172,21440,-42.76164102554321,0.0016399351618019864,29.23639166355133,0.0001,0.1,0.080712890625,0.7517984509468079,1.0582520961761475,0.00531351
4395008,246,0.8761266,0.2720102071762085,68.01552,2146,17810,-91.76324,50.75545120239258,21450,-42.76501040458679,0.0025742741796420886,103.56983785629272,0.0001,0.1,0.1302734375,0.836577832698822,1.058339238166809,0.0053139133
4397056,246,-3.3664675,0.26775050163269043,32.643353,2147,17818,-25.353336,73.36622619628906,21460,-42.76501955986023,0.01859147090581246,114.55576381683349,0.0001,0.1,0.437451171875,0.823574960231781,1.058349847793579,0.019548377
4399104,246,-2.300917,0.181553453207016,67.92156,2148,17827,-91.689316,20.74045753479004,21470,-42.76608266830444,-0.0016332570172380655,42.79238522052765,0.0001,0.1,0.012255859375,0.8414491415023804,1.0583828687667847,0.0019497974
4401152,246,4.238753,0.23457445204257965,58.710693,2149,17835,-80.18943,40.35794448852539,21480,-42.767852258682254,-0.0008190519467461855,108.5396969795227,0.0001,0.1,0.25029296875,0.6385877132415771,1.0586057901382446,0.008067425
4403200,246,1.6904953,0.27819332480430603,63.2187,2150,17843,-85.90828,71.1164321899414,21490,-42.773440313339236,0.00021478506096173078,128.2999095916748,0.0001,0.1,0.0556640625,0.7430191040039062,1.0586169958114624,0.0046149446
4405248,246,1.6065502,0.15903715789318085,17.684134,2151,17851,-13.484107,59.109615325927734,21500,-42.77348389625549,0.0022437974490458145,99.8759105682373,0.0001,0.1,0.1875,0.7965301275253296,1.058711290359497,0.006717046
4407296,246,1.5806048,0.26611679792404175,65.374695,2152,17859,-88.53007,8.266332626342773,21510,-42.77529191970825,0.0057374631840502845,18.46404982805252,0.0001,0.1,0.305224609375,0.7542470097541809,1.0585614442825317,0.02526738
4409344,246,0.43088797,0.2466195821762085,61.87934,2153,17868,-83.8858,35.784828186035156,21520,-42.76940531730652,0.002530325436964631,97.09335956573486,0.0001,0.1,0.2126953125,0.8312905430793762,1.0584533214569092,0.006825598
4411392,246,-24.11031,0.21988435089588165,18.437077,2154,17876,-24.11031,46.09440231323242,21530,-42.76834011077881,-0.0005074715678347275,102.5577278137207,0.0001,0.1,0.0177734375,0.774483859539032,1.0584371089935303,0.00096774695
4413440,246,-3.4877326,0.20995555818080902,65.095535,2155,17884,-87.82769,19.62826919555664,21540,-42.768557691574095,0.0005127703218022362,37.0453907251358,0.0001,0.1,0.145556640625,0.8213620185852051,1.0584956407546997,0.0073572937
4415488,246,0.667132,0.24771110713481903,63.173298,2156,17892,-84.83092,36.583221435546875,21550,-42.772079658508304,-0.0007009697234025225,92.46677231788635,0.0001,0.1,0.1171875,0.8078575730323792,1.0587408542633057,0.005227038
4417536,246,-82.35147,0.22207851707935333,54.790398,2157,17901,-82.35147,60.218387603759766,21560,-42.777237224578855,0.0035881148331100123,95.60462126731872,0.0001,0.1,0.066796875,0.8556878566741943,1.058796763420105,0.004871784
4419584,246,-3.460606,0.20391882956027985,61.123974,2158,17909,-42.314518,43.380558013916016,21570,-42.77797269821167,0.006336922707851045,83.81528534889222,0.0001,0.1,0.22265625,0.7973845601081848,1.0588128566741943,0.013744248
4421632,246,1.6309069,0.26459985971450806,62.7684,2159,17917,-84.47315,24.883800506591797,21580,-42.77840995788574,-0.000623298977734521,46.82403292655945,0.0001,0.1,0.12861328125,0.6793580055236816,1.0588281154632568,0.005334587
4423680,246,1.0774148,0.271628201007843,62.57105,2160,17925,-84.427605,64.57844543457031,21590,-42.77919239997864,0.009064429119462147,140.92869744300842,0.0001,0.1,0.245166015625,0.6501938104629517,1.0588003396987915,0.014819307
4425728,246,6.05602,0.17078939080238342,16.458862,2161,17934,-19.95538,62.157623291015625,21600,-42.777757263183595,0.0009617053932743147,99.93232851028442,0.0001,0.1,0.0478515625,0.8177922964096069,1.0587459802627563,0.0018685347
4427776,246,0.58556503,0.23976698517799377,59.615185,2162,17942,-80.48189,11.287474632263184,21610,-42.78134422302246,0.0119763297814643,25.445978665351866,0.0001,0.1,0.37587890625,0.809168815612793,1.0590380430221558,0.016355006
4429824,246,-0.72919935,0.24683387577533722,63.763344,2163,17950,-86.24541,53.369407653808594,21620,-42.784683322906496,0.019843726028921083,88.23723034858703,0.0001,0.1,0.504638671875,0.7950055003166199,1.0590282678604126,0.020819705
4431872,246,-18.148016,0.2866919934749603,31.40085,2164,17958,-29.697569,41.83484649658203,21630,-42.7844340801239,-9.171520068775862e-05,116.39217891693116,0.0001,0.1,0.0623046875,0.7973652482032776,1.0589991807937622,0.002115381
4433920,246,4.38283,0.14775609970092773,64.25903,2165,17966,-87.13312,23.45163345336914,21640,-42.784158039093015,-0.001608381693949923,53.75581555366516,0.0001,0.1,0.030712890625,0.7892808318138123,1.0589882135391235,0.0019728416
4435968,246,0.8978896,0.25061753392219543,62.038567,2166,17975,-83.796455,37.30154800415039,21650,-42.78598093986511,-0.0028129054175224156,80.48302726745605,0.0001,0.1,0.193310546875,0.7524678707122803,1.059287190437317,0.010815784
4438016,246,0.099744126,0.2736949622631073,59.898243,2167,17983,-81.23468,36.645320892333984,21660,-42.79596939086914,0.0014837692549917846,94.13873190879822,0.0001,0.1,0.250244140625,0.8298995494842529,1.0595844984054565,0.006325579
4440064,246,1.0925933,0.16383500397205353,16.648584,2168,17991,-11.979859,54.64920425415039,21670,-42.80107069015503,-0.0028902854974148795,103.77569146156311,0.0001,0.1,0.056005859375,0.7706868648529053,1.0596790313720703,0.0021092473
4442112,246,1.5113114,0.23119887709617615,59.627644,2169,17999,-81.12778,8.89710807800293,21680,-42.802411794662476,0.007242333775502629,17.733143055438994,0.0001,0.1,0.278076171875,0.8261305093765259,1.0596822500228882,0.017800102
4444160,246,-2.4563246,0.22535784542560577,54.283226,2170,18008,-73.722496,21.411468505859375,21690,-42.803238439559934,1.6766762564657255e-05,95.47406229972839,0.0001,0.1,0.0607421875,0.7993637323379517,1.0597583055496216,0.0030150355
4446208,246,-3.396186,0.2089744657278061,27.543524,2171,18016,-20.117863,78.44029998779297,21700,-42.80216979980469,0.008492926585313398,121.36800756454468,0.0001,0.1,0.38037109375,0.7215794324874878,1.0596741437911987,0.012067169
4448256,246,2.0920532,0.1719454973936081,55.086,2172,18024,-74.230354,15.925729751586914,21710,-42.8024019241333,-0.003351148034562357,31.732009291648865,0.0001,0.1,0.039697265625,0.8351801037788391,1.0597039461135864,0.0026198062
4450304,246,1.5656959,0.2145829051733017,51.515404,2173,18032,-69.762215,177.32601928710938,21720,-42.80314617156982,-0.0020778166421223433,285.06898918151853,0.0001,0.1,0.010791015625,0.07688194513320923,1.0597524642944336,0.0009605515
4452352,246,-0.06238352,0.26606979966163635,56.037186,2174,18040,-76.4489,92.42909240722656,21730,-42.80384449958801,-0.0002283172361785546,213.50369625091554,0.0001,0.1,0.002490234375,0.587276816368103,1.059738039970398,0.0003349209
4454400,246,0.71634585,0.13843922317028046,14.893197,2175,18049,-11.440994,140.146240234375,21740,-42.80361328125,-0.0006665727647487074,277.19030513763425,0.0001,0.1,0.00087890625,0.5149589776992798,1.0597507953643799,0.00018449125
4456448,246,-1.1849488,0.22275012731552124,52.988857,2176,18057,-72.31182,6.497292518615723,21750,-42.801654195785524,-0.0036145653430139646,15.402249503135682,0.0001,0.1,0.0953125,0.6736466884613037,1.0596064329147339,0.0034677363
4458496,246,1.213154,0.2177446186542511,51.013264,2177,18065,-69.8242,92.7891616821289,21760,-42.799559879302976,-0.0017680960037978366,273.3582633972168,0.0001,0.1,0.0384765625,0.33535462617874146,1.0595903396606445,0.0025392226
4460544,246,4.593848,0.21140307188034058,15.523273,2178,18073,-18.904818,68.28014373779297,21770,-42.79729447364807,0.0009520939405774697,173.6084921836853,0.0001,0.1,0.154541015625,0.4831823706626892,1.0592503547668457,0.009309178
4462592,246,-0.9857209,0.17462939023971558,56.852486,2179,18082,-77.48828,12.588955879211426,21780,-42.79565401077271,-0.0024381397641263904,27.241349172592162,0.0001,0.1,0.19189453125,0.6197456121444702,1.0598835945129395,0.007101437
4464640,246,2.1568184,0.21417956054210663,53.28922,2180,18090,-72.700966,97.90404510498047,21790,-42.810025215148926,-0.0014455527227255516,159.75529613494874,0.0001,0.1,0.19013671875,0.3169180154800415,1.0599935054779053,0.0040135537
4466688,246,7.545831,0.29780346155166626,28.638403,2181,18098,-26.431135,57.003604888916016,21800,-42.810904312133786,-0.0006301462184637785,148.08411102294923,0.0001,0.1,0.007666015625,0.4898524880409241,1.0600204467773438,0.00074526406
4468736,246,1.3800766,0.11929690092802048,57.303944,2182,18106,-78.08477,39.94811248779297,21810,-42.81032109260559,-0.0006597838568268344,91.3206102848053,0.0001,0.1,0.000439453125,0.5930148363113403,1.0599772930145264,0.00026820396
4470784,246,-1.8966993,0.23850831389427185,57.777878,2183,18114,-79.28178,32.39592361450195,21820,-42.81173644065857,-0.0025747400330146776,87.25740573406219,0.0001,0.1,0.13349609375,0.3507692217826843,1.0601160526275635,0.010013567
4472832,246,-0.43379295,0.22579388320446014,51.769585,2184,18123,-71.6892,66.65274047851562,21830,-42.811939525604245,-0.00023631826625205576,144.74578704833985,0.0001,0.1,0.134716796875,0.5385538339614868,1.060063362121582,0.003036833
4474880,246,5.8386655,0.1673254668712616,15.427488,2185,18131,-18.352125,44.249855041503906,21840,-42.81256203651428,0.002893032006249996,89.428129529953,0.0001,0.1,0.2375,0.6591043472290039,1.0600985288619995,0.010005428
4476928,246,-1.467056,0.19232022762298584,54.062996,2186,18139,-74.27308,9.903675079345703,21850,-42.8116735458374,-0.004892180417664349,23.702299547195434,0.0001,0.1,0.117333984375,0.7585232257843018,1.0600342750549316,0.003509983
4478976,246,-1.7777755,0.23335900902748108,54.930077,2187,18147,-76.06084,27.32525634765625,21860,-42.82155447006225,0.005108464606746565,67.81301021575928,0.0001,0.1,0.393896484375,0.8010724186897278,1.0606216192245483,0.013838805
4481024,246,-3.0305264,0.2679559290409088,28.111094,2188,18156,-20.42721,58.91337585449219,21870,-42.82618179321289,-0.0032190153026022015,85.64714918136596,0.0001,0.1,0.03427734375,0.7945082187652588,1.0604954957962036,0.002211527
4483072,246,1.2782487,0.11819563060998917,54.695766,2189,18164,-74.4454,21.698789596557617,21880,-42.823292350769044,-0.0028317047661403196,40.998833084106444,0.0001,0.1,0.13193359375,0.8094544410705566,1.0605323314666748,0.0038966043
4485120,246,-1.7227877,0.2201215922832489,51.480446,2190,18172,-70.34411,33.45371627807617,21890,-42.82828984260559,0.0016425830239313655,60.95626268386841,0.0001,0.1,0.23486328125,0.687987208366394,1.0609588623046875,0.027377442
4487168,246,-1.7793994,0.22014351189136505,48.04274,2191,18180,-65.97451,66.38761138916016,21900,-42.836485147476196,0.0009062123950570822,87.0627646446228,0.0001,0.1,0.197216796875,0.722650408744812,1.0608383417129517,0.0056850296
4489216,246,2.8812706,0.17498822510242462,17.51997,2192,18188,-13.31349,36.301395416259766,21910,-42.83256845474243,-0.000319149429560639,68.49190902709961,0.0001,0.1,0.096728515625,0.7392504215240479,1.0607867240905762,0.0039114077
4491264,246,2.5484626,0.2316056489944458,61.893574,2193,18197,-85.63962,21.513660430908203,21920,-42.83182201385498,-0.0010330824807169847,52.47873387336731,0.0001,0.1,0.002294921875,0.4944591522216797,1.060766577720642,0.00037380046
4493312,246,1.5935358,0.22734953463077545,52.381374,2194,18205,-71.68581,53.556480407714844,21930,-42.83030233383179,-0.0004452545734238811,104.63731060028076,0.0001,0.1,0.071533203125,0.7173527479171753,1.0605562925338745,0.0035694134
4495360,246,-3.4781048,0.19672541320323944,26.963823,2195,18213,-19.510302,52.502071380615234,21940,-42.825632381439206,-0.0023031571443425493,88.05696525573731,0.0001,0.1,0.02275390625,0.7611755728721619,1.0605781078338623,0.0018077301
4497408,246,3.2194092,0.17293097078800201,52.317745,2196,18221,-71.971664,17.080944061279297,21950,-42.82286295890808,0.0023162884812336416,32.33269193172455,0.0001,0.1,0.19697265625,0.7574222087860107,1.0603114366531372,0.008044988
4499456,246,-0.3037652,0.2198345959186554,52.07797,2197,18230,-71.258095,32.77417755126953,21960,-42.81803569793701,0.0030048227723455056,72.16209983825684,0.0001,0.1,0.228466796875,0.749693751335144,1.060382604598999,0.009681093
4501504,246,6.26559,0.23153068125247955,48.504543,2198,18238,-66.605835,31.434568405151367,21970,-42.819111013412474,0.0007763688234263099,76.54501490592956,0.0001,0.1,0.2365234375,0.808771550655365,1.0600366592407227,0.013492465
4503552,246,0.5490688,0.13043086230754852,13.903893,2199,18246,-14.382586,40.01896286010742,21980,-42.81029486656189,-0.0013816876104101538,66.88264918327332,0.0001,0.1,0.05615234375,0.7812676429748535,1.0600628852844238,0.0028300013
4505600,246,-1.3789154,0.1932431012392044,44.96492,2200,18254,-62.39273,14.011112213134766,21990,-42.811160039901736,-0.0015187789656920358,18.415116930007933,0.0001,0.1,0.06328125,0.49090689420700073,1.0600063800811768,0.002558825
4507648,246,-1.0245781,0.20778697729110718,44.842106,2201,18262,-62.074368,20.39910125732422,22000,-42.808805751800534,0.0018667142809135838,61.39020190238953,0.0001,0.1,0.069775390625,0.7318993210792542,1.0598829984664917,0.004003836
4509696,246,-2.2542872,0.16722743213176727,13.872641,2202,18271,-16.918037,32.900169372558594,22010,-42.807274675369264,-0.0005562696780543775,71.40049867630005,0.0001,0.1,0.02490234375,0.7455496788024902,1.0599052906036377,0.00209962
